Selection;View;Channel;Begin Time (s);End Time (s);Low Freq (Hz);High Freq (Hz);Delta Time (s);Peak Freq (Hz);total_elements;note;singing;ID;nombre_archivo
19;Spectrogram 1;1;99.73087611;100.0914253;702.1;1768.2;0.361;1550.4;4;d;3;ML264215601;ML264215601_cundinamarca_2020_MacaulayLibrary.Table.19.selections.txt
20;Waveform 1;1;100.2258674;100.5680836;728.1;1924.2;0.342;NA;4;d;3;ML264215601;ML264215601_cundinamarca_2020_MacaulayLibrary.Table.19.selections.txt
20;Spectrogram 1;1;100.2258674;100.5680836;728.1;1924.2;0.342;1722.7;4;d;3;ML264215601;ML264215601_cundinamarca_2020_MacaulayLibrary.Table.19.selections.txt
21;Waveform 1;1;98.71033847;100.5680836;676.1;1976.2;1.858;NA;4;t;3;ML264215601;ML264215601_cundinamarca_2020_MacaulayLibrary.Table.19.selections.txt
21;Spectrogram 1;1;98.71033847;100.5680836;676.1;1976.2;1.858;1722.7;4;t;3;ML264215601;ML264215601_cundinamarca_2020_MacaulayLibrary.Table.19.selections.txt
22;Waveform 1;1;98.85700256;99.0708877;676.1;1976.2;0.214;NA;0;cad;3;ML264215601;ML264215601_cundinamarca_2020_MacaulayLibrary.Table.19.selections.txt
22;Spectrogram 1;1;98.85700256;99.0708877;676.1;1976.2;0.214;1808.8;0;cad;3;ML264215601;ML264215601_cundinamarca_2020_MacaulayLibrary.Table.19.selections.txt
23;Waveform 1;1;99.52921299;99.72476511;676.1;1976.2;0.196;NA;0;cad;3;ML264215601;ML264215601_cundinamarca_2020_MacaulayLibrary.Table.19.selections.txt
23;Spectrogram 1;1;99.52921299;99.72476511;676.1;1976.2;0.196;1722.7;0;cad;3;ML264215601;ML264215601_cundinamarca_2020_MacaulayLibrary.Table.19.selections.txt
24;Waveform 1;1;100.0914253;100.2258674;676.1;1976.2;0.134;NA;0;cad;3;ML264215601;ML264215601_cundinamarca_2020_MacaulayLibrary.Table.19.selections.txt
24;Spectrogram 1;1;100.0914253;100.2258674;676.1;1976.2;0.134;1464.3;0;cad;3;ML264215601;ML264215601_cundinamarca_2020_MacaulayLibrary.Table.19.selections.txt
1;Waveform 1;1;3.817138503;4.182148505;1371;1885.1;0.365;NA;3;d;1;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
1;Spectrogram 1;1;3.817138503;4.182148505;1371;1885.1;0.365;1722.7;3;d;1;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
2;Waveform 1;1;4.349186981;4.782249696;1199.6;1656.6;0.433;NA;3;d;1;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
2;Spectrogram 1;1;4.349186981;4.782249696;1199.6;1656.6;0.433;1464.3;3;d;1;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
3;Waveform 1;1;4.88742207;5.240058852;1085.4;1828;0.353;NA;3;d;1;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
3;Spectrogram 1;1;4.88742207;5.240058852;1085.4;1828;0.353;1550.4;3;d;1;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
4;Waveform 1;1;3.817138503;5.240058852;1028.2;1885.1;1.423;NA;3;t;1;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
4;Spectrogram 1;1;3.817138503;5.240058852;1028.2;1885.1;1.423;1550.4;3;t;1;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
5;Waveform 1;1;4.188335115;4.349186981;1010.6;1868.1;0.161;NA;0;cad;1;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
5;Spectrogram 1;1;4.188335115;4.349186981;1010.6;1868.1;0.161;1636.5;0;cad;1;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
6;Waveform 1;1;4.794622916;4.88742207;1010.6;1868.1;0.093;NA;0;cad;1;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
6;Spectrogram 1;1;4.794622916;4.88742207;1010.6;1868.1;0.093;1464.3;0;cad;1;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
7;Waveform 1;1;64.39736695;64.73763052;1243.8;1809.2;0.34;NA;3;d;2;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
7;Spectrogram 1;1;64.39736695;64.73763052;1243.8;1809.2;0.34;1722.7;3;d;2;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
8;Waveform 1;1;64.92322882;65.32535849;1187.3;1639.6;0.402;NA;3;d;2;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
8;Spectrogram 1;1;64.92322882;65.32535849;1187.3;1639.6;0.402;1550.4;3;d;2;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
9;Waveform 1;1;65.46146391;65.79554086;1074.2;1809.2;0.334;NA;3;d;2;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
9;Spectrogram 1;1;65.46146391;65.79554086;1074.2;1809.2;0.334;1636.5;3;d;2;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
10;Waveform 1;1;64.39736695;65.79554086;848.1;1809.2;1.398;NA;3;t;2;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
10;Spectrogram 1;1;64.39736695;65.79554086;848.1;1809.2;1.398;1636.5;3;t;2;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
11;Waveform 1;1;64.74381713;64.91704221;791.5;1752.7;0.173;NA;0;cad;2;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
11;Spectrogram 1;1;64.74381713;64.91704221;791.5;1752.7;0.173;1722.7;0;cad;2;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
12;Waveform 1;1;65.33773171;65.46146391;848.1;1809.2;0.124;NA;0;cad;2;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
12;Spectrogram 1;1;65.33773171;65.46146391;848.1;1809.2;0.124;1378.1;0;cad;2;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
13;Waveform 1;1;133.3165194;133.7062759;1413.5;1865.8;0.39;NA;3;d;3;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
13;Spectrogram 1;1;133.3165194;133.7062759;1413.5;1865.8;0.39;1722.7;3;d;3;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
14;Waveform 1;1;133.8609411;134.2692574;1187.3;1583.1;0.408;NA;3;d;3;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
14;Spectrogram 1;1;133.8609411;134.2692574;1187.3;1583.1;0.408;1550.4;3;d;3;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
15;Waveform 1;1;134.386803;134.7394398;1187.3;1865.8;0.353;NA;3;d;3;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
15;Spectrogram 1;1;134.386803;134.7394398;1187.3;1865.8;0.353;1636.5;3;d;3;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
16;Waveform 1;1;133.3165194;134.7394398;1187.3;1865.8;1.423;NA;3;t;3;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
16;Spectrogram 1;1;133.3165194;134.7394398;1187.3;1865.8;1.423;1636.5;3;t;3;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
17;Waveform 1;1;133.7186491;133.8671277;1187.3;1865.8;0.148;NA;0;cad;3;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
17;Spectrogram 1;1;133.7186491;133.8671277;1187.3;1865.8;0.148;1378.1;0;cad;3;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
18;Waveform 1;1;134.2816306;134.386803;1187.3;1865.8;0.105;NA;0;cad;3;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
18;Spectrogram 1;1;134.2816306;134.386803;1187.3;1865.8;0.105;1205.9;0;cad;3;ML265449341;ML265449341_boyaca_2020_MacaulayLibrary.Table.20.selections.txt
1;Waveform 1;1;4.701052374;5.066163665;1399.3;1822.3;0.365;NA;3;d;1;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
1;Spectrogram 1;1;4.701052374;5.066163665;1399.3;1822.3;0.365;1550.4;3;d;1;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
2;Waveform 1;1;5.296183778;5.745270665;1278.4;1595.7;0.449;NA;3;d;1;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
2;Spectrogram 1;1;5.296183778;5.745270665;1278.4;1595.7;0.449;1464.3;3;d;1;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
3;Waveform 1;1;5.924175197;6.274682036;1278.4;1777;0.351;NA;3;d;1;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
3;Spectrogram 1;1;5.924175197;6.274682036;1278.4;1777;0.351;1550.4;3;d;1;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
4;Waveform 1;1;4.701052374;6.274682036;1278.4;1822.3;1.574;NA;3;t;1;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
4;Spectrogram 1;1;4.701052374;6.274682036;1278.4;1822.3;1.574;1550.4;3;t;1;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
5;Waveform 1;1;5.066163665;5.296183778;1278.4;1822.3;0.23;NA;0;cad;1;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
5;Spectrogram 1;1;5.066163665;5.296183778;1278.4;1822.3;0.23;1550.4;0;cad;1;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
6;Waveform 1;1;5.745270665;5.924175197;1278.4;1822.3;0.179;NA;0;cad;1;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
6;Spectrogram 1;1;5.745270665;5.924175197;1278.4;1822.3;0.179;1378.1;0;cad;1;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
7;Waveform 1;1;16.43688958;16.8093031;1395.1;1808.5;0.372;NA;3;d;2;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
7;Spectrogram 1;1;16.43688958;16.8093031;1395.1;1808.5;0.372;1550.4;3;d;2;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
8;Waveform 1;1;17.0356721;17.47380565;1316.4;1513.2;0.438;NA;3;d;2;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
8;Spectrogram 1;1;17.0356721;17.47380565;1316.4;1513.2;0.438;1464.3;3;d;2;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
9;Waveform 1;1;17.65636129;17.99226368;1277;1808.5;0.336;NA;3;d;2;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
9;Spectrogram 1;1;17.65636129;17.99226368;1277;1808.5;0.336;1550.4;3;d;2;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
10;Waveform 1;1;16.43323847;17.99226368;1237.6;1769.2;1.559;NA;3;t;2;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
10;Spectrogram 1;1;16.43323847;17.99226368;1237.6;1769.2;1.559;1550.4;3;t;2;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
11;Waveform 1;1;16.8093031;17.03202099;1296.7;1788.9;0.223;NA;0;cad;2;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
11;Spectrogram 1;1;16.8093031;17.03202099;1296.7;1788.9;0.223;1550.4;0;cad;2;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
12;Waveform 1;1;17.48110787;17.65636129;1277;1808.5;0.175;NA;0;cad;2;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
12;Spectrogram 1;1;17.48110787;17.65636129;1277;1808.5;0.175;1378.1;0;cad;2;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
13;Waveform 1;1;40.07953623;40.45925197;1434.5;1788.9;0.38;NA;3;d;3;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
13;Spectrogram 1;1;40.07953623;40.45925197;1434.5;1788.9;0.38;1550.4;3;d;3;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
14;Waveform 1;1;40.68196986;41.13105675;1257.3;1552.6;0.449;NA;3;d;3;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
14;Spectrogram 1;1;40.68196986;41.13105675;1257.3;1552.6;0.449;1378.1;3;d;3;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
15;Waveform 1;1;41.29900794;41.63125921;1316.4;1729.8;0.332;NA;3;d;3;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
15;Spectrogram 1;1;41.29900794;41.63125921;1316.4;1729.8;0.332;1550.4;3;d;3;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
16;Waveform 1;1;40.07953623;41.63491033;1257.3;1788.9;1.555;NA;3;t;3;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
16;Spectrogram 1;1;40.07953623;41.63491033;1257.3;1788.9;1.555;1550.4;3;t;3;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
17;Waveform 1;1;40.45925197;40.68196986;1257.3;1788.9;0.223;NA;0;cad;3;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
17;Spectrogram 1;1;40.45925197;40.68196986;1257.3;1788.9;0.223;1378.1;0;cad;3;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
18;Waveform 1;1;41.13105675;41.29900794;1257.3;1788.9;0.168;NA;0;cad;3;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
18;Spectrogram 1;1;41.13105675;41.29900794;1257.3;1788.9;0.168;1378.1;0;cad;3;ML302220931;ML302220931_quindio_2021_MacaulayLibrary.Table.31.selections.txt
1;Waveform 1;1;3.47180785;3.879405467;1238.3;1917.4;0.408;NA;3;d;1;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
1;Spectrogram 1;1;3.47180785;3.879405467;1238.3;1917.4;0.408;1722.7;3;d;1;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
2;Waveform 1;1;4.029029909;4.374713964;878.8;1797.6;0.346;NA;3;d;1;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
2;Spectrogram 1;1;4.029029909;4.374713964;878.8;1797.6;0.346;1550.4;3;d;1;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
3;Waveform 1;1;4.508860016;4.808108899;838.9;1917.4;0.299;NA;3;d;1;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
3;Spectrogram 1;1;4.508860016;4.808108899;838.9;1917.4;0.299;1636.5;3;d;1;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
4;Waveform 1;1;3.47180785;4.808108899;759;1917.4;1.336;NA;3;t;1;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
4;Spectrogram 1;1;3.47180785;4.808108899;759;1917.4;1.336;1550.4;3;t;1;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
5;Waveform 1;1;3.879405467;4.029029909;798.9;1917.4;0.15;NA;0;cad;1;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
5;Spectrogram 1;1;3.879405467;4.029029909;798.9;1917.4;0.15;1550.4;0;cad;1;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
6;Waveform 1;1;4.374713964;4.508860016;759;1917.4;0.134;NA;0;cad;1;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
6;Spectrogram 1;1;4.374713964;4.508860016;759;1917.4;0.134;1550.4;0;cad;1;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
7;Waveform 1;1;25.07911069;25.15650264;1328.9;1722.7;0.077;NA;4;a;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
7;Spectrogram 1;1;25.07911069;25.15650264;1328.9;1722.7;0.077;1550.4;4;a;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
8;Waveform 1;1;25.32676494;25.74468148;1132;1968.7;0.418;NA;4;d;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
8;Spectrogram 1;1;25.32676494;25.74468148;1132;1968.7;0.418;1808.8;4;d;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
9;Waveform 1;1;25.90462485;26.28126569;935.2;1771.9;0.377;NA;4;d;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
9;Spectrogram 1;1;25.90462485;26.28126569;935.2;1771.9;0.377;1550.4;4;d;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
10;Waveform 1;1;26.39477388;26.68370384;935.2;1968.7;0.289;NA;4;d;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
10;Spectrogram 1;1;26.39477388;26.68370384;935.2;1968.7;0.289;1722.7;4;d;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
11;Waveform 1;1;25.07395122;26.68370384;935.2;1968.7;1.61;NA;4;t;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
11;Spectrogram 1;1;25.07395122;26.68370384;935.2;1968.7;1.61;1550.4;4;t;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
12;Waveform 1;1;25.1616621;25.32160547;885.9;1968.7;0.16;NA;0;cad;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
12;Spectrogram 1;1;25.1616621;25.32160547;885.9;1968.7;0.16;1119.7;0;cad;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
13;Waveform 1;1;25.74468148;25.89946539;885.9;1968.7;0.155;NA;0;cad;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
13;Spectrogram 1;1;25.74468148;25.89946539;885.9;1968.7;0.155;1722.7;0;cad;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
14;Waveform 1;1;26.28126569;26.39477388;984.4;1968.7;0.114;NA;0;cad;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
14;Spectrogram 1;1;26.28126569;26.39477388;984.4;1968.7;0.114;1550.4;0;cad;2;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
15;Waveform 1;1;57.94390908;58.32054991;1230.5;1968.7;0.377;NA;3;d;3;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
15;Spectrogram 1;1;57.94390908;58.32054991;1230.5;1968.7;0.377;1722.7;3;d;3;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
16;Waveform 1;1;58.49597167;58.92420714;885.9;1771.9;0.428;NA;3;d;3;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
16;Spectrogram 1;1;58.49597167;58.92420714;885.9;1771.9;0.428;1550.4;3;d;3;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
17;Waveform 1;1;58.99643963;59.33180476;935.2;2018;0.335;NA;3;d;3;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
17;Spectrogram 1;1;58.99643963;59.33180476;935.2;2018;0.335;1722.7;3;d;3;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
18;Waveform 1;1;57.94390908;59.33696422;935.2;1968.7;1.393;NA;3;t;3;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
18;Spectrogram 1;1;57.94390908;59.33696422;935.2;1968.7;1.393;1722.7;3;t;3;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
19;Waveform 1;1;58.31023098;58.49081221;935.2;1968.7;0.181;NA;0;cad;3;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
19;Spectrogram 1;1;58.31023098;58.49081221;935.2;1968.7;0.181;1722.7;0;cad;3;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
20;Waveform 1;1;58.91388822;58.99643963;984.4;1968.7;0.083;NA;0;cad;3;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
20;Spectrogram 1;1;58.91388822;58.99643963;984.4;1968.7;0.083;1464.3;0;cad;3;ML335305611;ML335305611_cundinamarca_2021_MacaulayLibrary.Table.30.selections.txt
1;Waveform 1;1;2.283292099;2.41912534;1002.3;1731.2;0.136;NA;4;a;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
1;Spectrogram 1;1;2.283292099;2.41912534;1002.3;1731.2;0.136;1636.5;4;a;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
2;Waveform 1;1;2.613172827;2.988331302;728.9;1776.8;0.375;NA;4;d;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
2;Spectrogram 1;1;2.613172827;2.988331302;728.9;1776.8;0.375;1636.5;4;d;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
3;Waveform 1;1;3.17591054;3.512259518;774.5;1731.2;0.336;NA;4;d;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
3;Spectrogram 1;1;3.17591054;3.512259518;774.5;1731.2;0.336;1550.4;4;d;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
4;Waveform 1;1;3.641624509;3.952100489;774.5;1913.4;0.31;NA;4;d;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
4;Spectrogram 1;1;3.641624509;3.952100489;774.5;1913.4;0.31;1722.7;4;d;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
5;Waveform 1;1;2.289760349;3.952100489;546.7;1959;1.662;NA;4;t;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
5;Spectrogram 1;1;2.289760349;3.952100489;546.7;1959;1.662;1722.7;4;t;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
9;Waveform 1;1;16.86295459;17.01819258;956.7;1822.3;0.155;NA;4;a;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
9;Spectrogram 1;1;16.86295459;17.01819258;956.7;1822.3;0.155;1550.4;4;a;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
10;Waveform 1;1;17.17989882;17.56152555;1002.3;1913.4;0.382;NA;4;d;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
10;Spectrogram 1;1;17.17989882;17.56152555;1002.3;1913.4;0.382;1636.5;4;d;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
11;Waveform 1;1;17.74910479;18.09839026;546.7;1867.9;0.349;NA;4;d;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
11;Spectrogram 1;1;17.74910479;18.09839026;546.7;1867.9;0.349;1464.3;4;d;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
12;Waveform 1;1;18.20835051;18.53176298;728.9;1959;0.323;NA;4;d;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
12;Spectrogram 1;1;18.20835051;18.53176298;728.9;1959;0.323;1722.7;4;d;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
13;Waveform 1;1;16.86295459;18.53176298;546.7;1913.4;1.669;NA;4;t;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
13;Spectrogram 1;1;16.86295459;18.53176298;546.7;1913.4;1.669;1722.7;4;t;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
6;Waveform 1;1;2.42559359;2.606704578;546.7;1959;0.181;NA;0;cad;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
6;Spectrogram 1;1;2.42559359;2.606704578;546.7;1959;0.181;1894.9;0;cad;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
7;Waveform 1;1;3.001267802;3.17591054;455.6;1867.9;0.175;NA;0;cad;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
7;Spectrogram 1;1;3.001267802;3.17591054;455.6;1867.9;0.175;1636.5;0;cad;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
8;Waveform 1;1;3.525196017;3.641624509;546.7;1959;0.116;NA;0;cad;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
8;Spectrogram 1;1;3.525196017;3.641624509;546.7;1959;0.116;1464.3;0;cad;1;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
14;Waveform 1;1;17.02466083;17.16696232;546.7;1913.4;0.142;NA;0;cad;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
14;Spectrogram 1;1;17.02466083;17.16696232;546.7;1913.4;0.142;1033.6;0;cad;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
15;Waveform 1;1;17.5809303;17.74910479;546.7;1913.4;0.168;NA;0;cad;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
15;Spectrogram 1;1;17.5809303;17.74910479;546.7;1913.4;0.168;1636.5;0;cad;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
16;Waveform 1;1;18.11132676;18.20188226;546.7;1913.4;0.091;NA;0;cad;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
16;Spectrogram 1;1;18.11132676;18.20188226;546.7;1913.4;0.091;1464.3;0;cad;2;ML379312001;ML379312001_cundinamarca_2021_MacaulayLibrary.Table.33.selections.txt
